"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"16317",16317,"United.States",2009,1,4,2133,NA,NA,NA,NA,NA,NA,NA
"16318",16318,"United.States",2009,9,20,4254,NA,NA,NA,NA,NA,NA,NA
"16319",16319,"United.States",2009,3,29,1699,NA,NA,NA,NA,NA,NA,NA
"16320",16320,"United.States",2009,7,19,1257,NA,NA,NA,NA,NA,NA,NA
"16321",16321,"United.States",2009,6,7,1907,NA,NA,NA,NA,NA,NA,NA
"16322",16322,"United.States",2009,8,16,1481,NA,NA,NA,NA,NA,NA,NA
"16323",16323,"United.States",2009,10,11,6037,NA,NA,NA,NA,NA,NA,NA
"16324",16324,"United.States",2009,12,6,2190,NA,NA,NA,NA,NA,NA,NA
"16325",16325,"United.States",2009,5,31,1743,NA,NA,NA,NA,NA,NA,NA
"16326",16326,"United.States",2010,5,9,1060,NA,NA,NA,NA,NA,NA,NA
"16327",16327,"United.States",2010,11,14,1864,NA,NA,NA,NA,NA,NA,NA
"16328",16328,"United.States",2010,12,19,2512,NA,NA,NA,NA,NA,NA,NA
"16329",16329,"United.States",2010,12,12,2113,NA,NA,NA,NA,NA,NA,NA
"16330",16330,"United.States",2010,11,7,1758,NA,NA,NA,NA,NA,NA,NA
"16331",16331,"United.States",2010,10,31,1685,NA,NA,NA,NA,NA,NA,NA
"16332",16332,"United.States",2010,12,26,2917,NA,NA,NA,NA,NA,NA,NA
"16333",16333,"United.States",2010,11,21,1661,NA,NA,NA,NA,NA,NA,NA
"16334",16334,"United.States",2010,10,24,1596,NA,NA,NA,NA,NA,NA,NA
"16335",16335,"United.States",2010,12,5,1943,NA,NA,NA,NA,NA,NA,NA
"16336",16336,"United.States",2010,10,17,1566,NA,NA,NA,NA,NA,NA,NA
"16337",16337,"United.States",2010,10,10,1421,NA,NA,NA,NA,NA,NA,NA
"16338",16338,"United.States",2010,11,28,1960,NA,NA,NA,NA,NA,NA,NA
"16339",16339,"United.States",2010,10,3,1430,NA,NA,NA,NA,NA,NA,NA
"16340",16340,"United.States",2010,9,26,1335,NA,NA,NA,NA,NA,NA,NA
"16341",16341,"United.States",2010,9,19,1315,NA,NA,NA,NA,NA,NA,NA
"16342",16342,"United.States",2010,9,12,1187,NA,NA,NA,NA,NA,NA,NA
"16343",16343,"United.States",2010,9,5,1030,NA,NA,NA,NA,NA,NA,NA
"16344",16344,"United.States",2010,8,29,924,NA,NA,NA,NA,NA,NA,NA
"16345",16345,"United.States",2010,8,22,846,NA,NA,NA,NA,NA,NA,NA
"16346",16346,"United.States",2010,8,15,804,NA,NA,NA,NA,NA,NA,NA
"16347",16347,"United.States",2010,8,8,754,NA,NA,NA,NA,NA,NA,NA
"16348",16348,"United.States",2010,8,1,757,NA,NA,NA,NA,NA,NA,NA
"16349",16349,"United.States",2010,7,25,744,NA,NA,NA,NA,NA,NA,NA
"16350",16350,"United.States",2010,7,18,737,NA,NA,NA,NA,NA,NA,NA
"16351",16351,"United.States",2010,7,11,752,NA,NA,NA,NA,NA,NA,NA
"16352",16352,"United.States",2010,7,4,760,NA,NA,NA,NA,NA,NA,NA
"16353",16353,"United.States",2010,6,27,765,NA,NA,NA,NA,NA,NA,NA
"16354",16354,"United.States",2010,6,20,786,NA,NA,NA,NA,NA,NA,NA
"16355",16355,"United.States",2010,6,13,808,NA,NA,NA,NA,NA,NA,NA
"16356",16356,"United.States",2010,6,6,858,NA,NA,NA,NA,NA,NA,NA
"16357",16357,"United.States",2010,5,30,965,NA,NA,NA,NA,NA,NA,NA
"16358",16358,"United.States",2010,5,23,989,NA,NA,NA,NA,NA,NA,NA
"16359",16359,"United.States",2010,5,16,1042,NA,NA,NA,NA,NA,NA,NA
"16360",16360,"United.States",2010,5,2,1088,NA,NA,NA,NA,NA,NA,NA
"16361",16361,"United.States",2010,4,25,1149,NA,NA,NA,NA,NA,NA,NA
"16362",16362,"United.States",2010,4,18,1110,NA,NA,NA,NA,NA,NA,NA
"16363",16363,"United.States",2010,4,11,1123,NA,NA,NA,NA,NA,NA,NA
"16364",16364,"United.States",2010,4,4,1257,NA,NA,NA,NA,NA,NA,NA
"16365",16365,"United.States",2010,3,28,1350,NA,NA,NA,NA,NA,NA,NA
"16366",16366,"United.States",2010,3,21,1511,NA,NA,NA,NA,NA,NA,NA
"16367",16367,"United.States",2010,3,14,1619,NA,NA,NA,NA,NA,NA,NA
"16368",16368,"United.States",2010,3,7,1793,NA,NA,NA,NA,NA,NA,NA
"16369",16369,"United.States",2010,2,28,1888,NA,NA,NA,NA,NA,NA,NA
"16370",16370,"United.States",2010,2,21,1968,NA,NA,NA,NA,NA,NA,NA
"16371",16371,"United.States",2010,2,14,2000,NA,NA,NA,NA,NA,NA,NA
"16372",16372,"United.States",2010,2,7,1944,NA,NA,NA,NA,NA,NA,NA
"16373",16373,"United.States",2010,1,31,1910,NA,NA,NA,NA,NA,NA,NA
"16374",16374,"United.States",2010,1,24,1861,NA,NA,NA,NA,NA,NA,NA
"16375",16375,"United.States",2010,1,17,1860,NA,NA,NA,NA,NA,NA,NA
"16376",16376,"United.States",2010,1,10,1916,NA,NA,NA,NA,NA,NA,NA
"16377",16377,"United.States",2010,1,3,2169,NA,NA,NA,NA,NA,NA,NA
"16378",16378,"United.States",2011,3,13,2076,NA,NA,NA,NA,NA,NA,NA
"16379",16379,"United.States",2011,7,31,597,NA,NA,NA,NA,NA,NA,NA
"16380",16380,"United.States",2011,6,26,651,NA,NA,NA,NA,NA,NA,NA
"16381",16381,"United.States",2011,3,20,1776,NA,NA,NA,NA,NA,NA,NA
"16382",16382,"United.States",2011,5,8,965,NA,NA,NA,NA,NA,NA,NA
"16383",16383,"United.States",2011,7,24,604,NA,NA,NA,NA,NA,NA,NA
"16384",16384,"United.States",2011,4,10,1228,NA,NA,NA,NA,NA,NA,NA
"16385",16385,"United.States",2011,7,17,610,NA,NA,NA,NA,NA,NA,NA
"16386",16386,"United.States",2011,5,22,882,NA,NA,NA,NA,NA,NA,NA
"16387",16387,"United.States",2011,5,1,1013,NA,NA,NA,NA,NA,NA,NA
"16388",16388,"United.States",2011,3,27,1589,NA,NA,NA,NA,NA,NA,NA
"16389",16389,"United.States",2011,10,23,1638,NA,NA,NA,NA,NA,NA,NA
"16390",16390,"United.States",2011,7,3,639,NA,NA,NA,NA,NA,NA,NA
"16391",16391,"United.States",2011,7,10,626,NA,NA,NA,NA,NA,NA,NA
"16392",16392,"United.States",2011,10,30,1788,NA,NA,NA,NA,NA,NA,NA
"16393",16393,"United.States",2011,4,3,1405,NA,NA,NA,NA,NA,NA,NA
"16394",16394,"United.States",2011,11,20,1785,NA,NA,NA,NA,NA,NA,NA
"16395",16395,"United.States",2011,9,25,1521,NA,NA,NA,NA,NA,NA,NA
"16396",16396,"United.States",2011,1,16,3089,NA,NA,NA,NA,NA,NA,NA
"16397",16397,"United.States",2011,1,23,3554,NA,NA,NA,NA,NA,NA,NA
"16398",16398,"United.States",2011,11,6,1797,NA,NA,NA,NA,NA,NA,NA
"16399",16399,"United.States",2011,6,5,811,NA,NA,NA,NA,NA,NA,NA
"16400",16400,"United.States",2011,9,18,1343,NA,NA,NA,NA,NA,NA,NA
"16401",16401,"United.States",2011,11,27,2033,NA,NA,NA,NA,NA,NA,NA
"16402",16402,"United.States",2011,9,11,1127,NA,NA,NA,NA,NA,NA,NA
"16403",16403,"United.States",2011,10,9,1640,NA,NA,NA,NA,NA,NA,NA
"16404",16404,"United.States",2011,4,24,1055,NA,NA,NA,NA,NA,NA,NA
"16405",16405,"United.States",2011,1,30,3601,NA,NA,NA,NA,NA,NA,NA
"16406",16406,"United.States",2011,12,4,1981,NA,NA,NA,NA,NA,NA,NA
"16407",16407,"United.States",2011,2,6,3784,NA,NA,NA,NA,NA,NA,NA
"16408",16408,"United.States",2011,1,2,2978,NA,NA,NA,NA,NA,NA,NA
"16409",16409,"United.States",2011,6,12,744,NA,NA,NA,NA,NA,NA,NA
"16410",16410,"United.States",2011,11,13,1880,NA,NA,NA,NA,NA,NA,NA
"16411",16411,"United.States",2011,9,4,951,NA,NA,NA,NA,NA,NA,NA
"16412",16412,"United.States",2011,2,13,4077,NA,NA,NA,NA,NA,NA,NA
"16413",16413,"United.States",2011,1,9,2726,NA,NA,NA,NA,NA,NA,NA
"16414",16414,"United.States",2011,2,20,3565,NA,NA,NA,NA,NA,NA,NA
"16415",16415,"United.States",2011,8,28,821,NA,NA,NA,NA,NA,NA,NA
"16416",16416,"United.States",2011,12,11,2094,NA,NA,NA,NA,NA,NA,NA
"16417",16417,"United.States",2011,5,29,859,NA,NA,NA,NA,NA,NA,NA
"16418",16418,"United.States",2011,10,2,1587,NA,NA,NA,NA,NA,NA,NA
"16419",16419,"United.States",2011,8,21,717,NA,NA,NA,NA,NA,NA,NA
"16420",16420,"United.States",2011,6,19,714,NA,NA,NA,NA,NA,NA,NA
"16421",16421,"United.States",2011,12,18,2370,NA,NA,NA,NA,NA,NA,NA
"16422",16422,"United.States",2011,5,15,937,NA,NA,NA,NA,NA,NA,NA
"16423",16423,"United.States",2011,10,16,1608,NA,NA,NA,NA,NA,NA,NA
"16424",16424,"United.States",2011,8,14,634,NA,NA,NA,NA,NA,NA,NA
"16425",16425,"United.States",2011,2,27,2980,NA,NA,NA,NA,NA,NA,NA
"16426",16426,"United.States",2011,12,25,2741,NA,NA,NA,NA,NA,NA,NA
"16427",16427,"United.States",2011,4,17,1126,NA,NA,NA,NA,NA,NA,NA
"16428",16428,"United.States",2011,3,6,2482,NA,NA,NA,NA,NA,NA,NA
"16429",16429,"United.States",2011,8,7,616,NA,NA,NA,NA,NA,NA,NA
"16430",16430,"United.States",2012,11,11,2913,NA,NA,NA,NA,NA,NA,NA
"16431",16431,"United.States",2012,2,26,2519,NA,NA,NA,NA,NA,NA,NA
"16432",16432,"United.States",2012,2,19,2710,NA,NA,NA,NA,NA,NA,NA
"16433",16433,"United.States",2012,10,14,2391,NA,NA,NA,NA,NA,NA,NA
"16434",16434,"United.States",2012,3,18,2162,NA,NA,NA,NA,NA,NA,NA
"16435",16435,"United.States",2012,10,21,2369,NA,NA,NA,NA,NA,NA,NA
"16436",16436,"United.States",2012,6,17,1136,NA,NA,NA,NA,NA,NA,NA
"16437",16437,"United.States",2012,9,16,1737,NA,NA,NA,NA,NA,NA,NA
"16438",16438,"United.States",2012,2,12,2501,NA,NA,NA,NA,NA,NA,NA
"16439",16439,"United.States",2012,10,28,2349,NA,NA,NA,NA,NA,NA,NA
"16440",16440,"United.States",2012,9,9,1543,NA,NA,NA,NA,NA,NA,NA
"16441",16441,"United.States",2012,2,5,2348,NA,NA,NA,NA,NA,NA,NA
"16442",16442,"United.States",2012,3,25,1936,NA,NA,NA,NA,NA,NA,NA
"16443",16443,"United.States",2012,11,4,2492,NA,NA,NA,NA,NA,NA,NA
"16444",16444,"United.States",2012,1,29,2507,NA,NA,NA,NA,NA,NA,NA
"16445",16445,"United.States",2012,4,1,1801,NA,NA,NA,NA,NA,NA,NA
"16446",16446,"United.States",2012,1,22,2475,NA,NA,NA,NA,NA,NA,NA
"16447",16447,"United.States",2012,11,18,3040,NA,NA,NA,NA,NA,NA,NA
"16448",16448,"United.States",2012,6,24,966,NA,NA,NA,NA,NA,NA,NA
"16449",16449,"United.States",2012,9,2,1374,NA,NA,NA,NA,NA,NA,NA
"16450",16450,"United.States",2012,1,15,2411,NA,NA,NA,NA,NA,NA,NA
"16451",16451,"United.States",2012,11,25,3641,NA,NA,NA,NA,NA,NA,NA
"16452",16452,"United.States",2012,8,26,1199,NA,NA,NA,NA,NA,NA,NA
"16453",16453,"United.States",2012,4,8,1799,NA,NA,NA,NA,NA,NA,NA
"16454",16454,"United.States",2012,1,8,2500,NA,NA,NA,NA,NA,NA,NA
"16455",16455,"United.States",2012,12,2,4427,NA,NA,NA,NA,NA,NA,NA
"16456",16456,"United.States",2012,8,19,1095,NA,NA,NA,NA,NA,NA,NA
"16457",16457,"United.States",2012,4,15,1785,NA,NA,NA,NA,NA,NA,NA
"16458",16458,"United.States",2012,1,1,2860,NA,NA,NA,NA,NA,NA,NA
"16459",16459,"United.States",2012,12,9,5132,NA,NA,NA,NA,NA,NA,NA
"16460",16460,"United.States",2012,12,16,6359,NA,NA,NA,NA,NA,NA,NA
"16461",16461,"United.States",2012,4,22,1729,NA,NA,NA,NA,NA,NA,NA
"16462",16462,"United.States",2012,8,12,977,NA,NA,NA,NA,NA,NA,NA
"16463",16463,"United.States",2012,12,23,7904,NA,NA,NA,NA,NA,NA,NA
"16464",16464,"United.States",2012,4,29,1625,NA,NA,NA,NA,NA,NA,NA
"16465",16465,"United.States",2012,8,5,889,NA,NA,NA,NA,NA,NA,NA
"16466",16466,"United.States",2012,12,30,8618,NA,NA,NA,NA,NA,NA,NA
"16467",16467,"United.States",2012,5,6,1651,NA,NA,NA,NA,NA,NA,NA
"16468",16468,"United.States",2012,7,29,869,NA,NA,NA,NA,NA,NA,NA
"16469",16469,"United.States",2012,5,13,1624,NA,NA,NA,NA,NA,NA,NA
"16470",16470,"United.States",2012,7,22,869,NA,NA,NA,NA,NA,NA,NA
"16471",16471,"United.States",2012,5,20,1537,NA,NA,NA,NA,NA,NA,NA
"16472",16472,"United.States",2012,7,15,897,NA,NA,NA,NA,NA,NA,NA
"16473",16473,"United.States",2012,5,27,1428,NA,NA,NA,NA,NA,NA,NA
"16474",16474,"United.States",2012,6,3,1329,NA,NA,NA,NA,NA,NA,NA
"16475",16475,"United.States",2012,7,8,939,NA,NA,NA,NA,NA,NA,NA
"16476",16476,"United.States",2012,3,4,2586,NA,NA,NA,NA,NA,NA,NA
"16477",16477,"United.States",2012,9,30,2018,NA,NA,NA,NA,NA,NA,NA
"16478",16478,"United.States",2012,6,10,1265,NA,NA,NA,NA,NA,NA,NA
"16479",16479,"United.States",2012,9,23,1895,NA,NA,NA,NA,NA,NA,NA
"16480",16480,"United.States",2012,3,11,2556,NA,NA,NA,NA,NA,NA,NA
"16481",16481,"United.States",2012,7,1,911,NA,NA,NA,NA,NA,NA,NA
"16482",16482,"United.States",2012,10,7,2325,NA,NA,NA,NA,NA,NA,NA
"16483",16483,"United.States",2013,6,30,925,NA,NA,NA,NA,NA,NA,NA
"16484",16484,"United.States",2013,3,10,3242,NA,NA,NA,NA,NA,NA,NA
"16485",16485,"United.States",2013,10,6,1405,NA,NA,NA,NA,NA,NA,NA
"16486",16486,"United.States",2013,11,17,1661,NA,NA,NA,NA,NA,NA,NA
"16487",16487,"United.States",2013,5,26,1149,NA,NA,NA,NA,NA,NA,NA
"16488",16488,"United.States",2013,7,7,941,NA,NA,NA,NA,NA,NA,NA
"16489",16489,"United.States",2013,11,24,1708,NA,NA,NA,NA,NA,NA,NA
"16490",16490,"United.States",2013,5,19,1165,NA,NA,NA,NA,NA,NA,NA
"16491",16491,"United.States",2013,7,14,907,NA,NA,NA,NA,NA,NA,NA
"16492",16492,"United.States",2013,12,1,2043,NA,NA,NA,NA,NA,NA,NA
"16493",16493,"United.States",2013,12,8,2238,NA,NA,NA,NA,NA,NA,NA
"16494",16494,"United.States",2013,5,12,1286,NA,NA,NA,NA,NA,NA,NA
"16495",16495,"United.States",2013,12,15,3196,NA,NA,NA,NA,NA,NA,NA
"16496",16496,"United.States",2013,5,5,1438,NA,NA,NA,NA,NA,NA,NA
"16497",16497,"United.States",2013,8,11,907,NA,NA,NA,NA,NA,NA,NA
"16498",16498,"United.States",2013,2,10,4555,NA,NA,NA,NA,NA,NA,NA
"16499",16499,"United.States",2013,4,28,1534,NA,NA,NA,NA,NA,NA,NA
"16500",16500,"United.States",2013,9,29,1363,NA,NA,NA,NA,NA,NA,NA
"16501",16501,"United.States",2013,7,21,956,NA,NA,NA,NA,NA,NA,NA
"16502",16502,"United.States",2013,12,22,4625,NA,NA,NA,NA,NA,NA,NA
"16503",16503,"United.States",2013,3,3,3504,NA,NA,NA,NA,NA,NA,NA
"16504",16504,"United.States",2013,2,24,3784,NA,NA,NA,NA,NA,NA,NA
"16505",16505,"United.States",2013,12,29,5008,NA,NA,NA,NA,NA,NA,NA
"16506",16506,"United.States",2013,4,21,1681,NA,NA,NA,NA,NA,NA,NA
"16507",16507,"United.States",2013,1,6,10112,NA,NA,NA,NA,NA,NA,NA
"16508",16508,"United.States",2013,7,28,850,NA,NA,NA,NA,NA,NA,NA
"16509",16509,"United.States",2013,4,14,1747,NA,NA,NA,NA,NA,NA,NA
"16510",16510,"United.States",2013,1,13,10555,NA,NA,NA,NA,NA,NA,NA
"16511",16511,"United.States",2013,9,1,1085,NA,NA,NA,NA,NA,NA,NA
"16512",16512,"United.States",2013,9,22,1350,NA,NA,NA,NA,NA,NA,NA
"16513",16513,"United.States",2013,9,15,1259,NA,NA,NA,NA,NA,NA,NA
"16514",16514,"United.States",2013,8,25,977,NA,NA,NA,NA,NA,NA,NA
"16515",16515,"United.States",2013,4,7,2121,NA,NA,NA,NA,NA,NA,NA
"16516",16516,"United.States",2013,8,4,869,NA,NA,NA,NA,NA,NA,NA
"16517",16517,"United.States",2013,1,20,9408,NA,NA,NA,NA,NA,NA,NA
"16518",16518,"United.States",2013,3,31,2482,NA,NA,NA,NA,NA,NA,NA
"16519",16519,"United.States",2013,1,27,7209,NA,NA,NA,NA,NA,NA,NA
"16520",16520,"United.States",2013,3,24,2673,NA,NA,NA,NA,NA,NA,NA
"16521",16521,"United.States",2013,10,20,1445,NA,NA,NA,NA,NA,NA,NA
"16522",16522,"United.States",2013,9,8,1154,NA,NA,NA,NA,NA,NA,NA
"16523",16523,"United.States",2013,6,23,966,NA,NA,NA,NA,NA,NA,NA
"16524",16524,"United.States",2013,3,17,2894,NA,NA,NA,NA,NA,NA,NA
"16525",16525,"United.States",2013,10,27,1460,NA,NA,NA,NA,NA,NA,NA
"16526",16526,"United.States",2013,6,16,997,NA,NA,NA,NA,NA,NA,NA
"16527",16527,"United.States",2013,10,13,1354,NA,NA,NA,NA,NA,NA,NA
"16528",16528,"United.States",2013,11,3,1560,NA,NA,NA,NA,NA,NA,NA
"16529",16529,"United.States",2013,8,18,952,NA,NA,NA,NA,NA,NA,NA
"16530",16530,"United.States",2013,6,9,1024,NA,NA,NA,NA,NA,NA,NA
"16531",16531,"United.States",2013,2,3,5541,NA,NA,NA,NA,NA,NA,NA
"16532",16532,"United.States",2013,2,17,4240,NA,NA,NA,NA,NA,NA,NA
"16533",16533,"United.States",2013,6,2,1063,NA,NA,NA,NA,NA,NA,NA
"16534",16534,"United.States",2013,11,10,1628,NA,NA,NA,NA,NA,NA,NA
"16535",16535,"United.States",2014,9,28,1192,NA,NA,NA,NA,NA,NA,NA
"16536",16536,"United.States",2014,3,23,1750,NA,NA,NA,NA,NA,NA,NA
"16537",16537,"United.States",2014,9,14,1229,NA,NA,NA,NA,NA,NA,NA
"16538",16538,"United.States",2014,8,3,825,NA,NA,NA,NA,NA,NA,NA
"16539",16539,"United.States",2014,4,27,1467,NA,NA,NA,NA,NA,NA,NA
"16540",16540,"United.States",2014,1,26,3472,NA,NA,NA,NA,NA,NA,NA
"16541",16541,"United.States",2014,5,18,1289,NA,NA,NA,NA,NA,NA,NA
"16542",16542,"United.States",2014,12,14,5234,NA,NA,NA,NA,NA,NA,NA
"16543",16543,"United.States",2014,5,25,1318,NA,NA,NA,NA,NA,NA,NA
"16544",16544,"United.States",2014,11,9,1379,NA,NA,NA,NA,NA,NA,NA
"16545",16545,"United.States",2014,6,1,1155,NA,NA,NA,NA,NA,NA,NA
"16546",16546,"United.States",2014,7,13,1028,NA,NA,NA,NA,NA,NA,NA
"16547",16547,"United.States",2014,11,23,1784,NA,NA,NA,NA,NA,NA,NA
"16548",16548,"United.States",2014,6,22,995,NA,NA,NA,NA,NA,NA,NA
"16549",16549,"United.States",2014,8,17,808,NA,NA,NA,NA,NA,NA,NA
"16550",16550,"United.States",2014,3,16,1738,NA,NA,NA,NA,NA,NA,NA
"16551",16551,"United.States",2014,8,10,762,NA,NA,NA,NA,NA,NA,NA
"16552",16552,"United.States",2014,3,30,1778,NA,NA,NA,NA,NA,NA,NA
"16553",16553,"United.States",2014,4,13,1607,NA,NA,NA,NA,NA,NA,NA
"16554",16554,"United.States",2014,4,20,1530,NA,NA,NA,NA,NA,NA,NA
"16555",16555,"United.States",2014,3,2,1873,NA,NA,NA,NA,NA,NA,NA
"16556",16556,"United.States",2014,10,19,1349,NA,NA,NA,NA,NA,NA,NA
"16557",16557,"United.States",2014,9,7,1096,NA,NA,NA,NA,NA,NA,NA
"16558",16558,"United.States",2014,10,12,1352,NA,NA,NA,NA,NA,NA,NA
"16559",16559,"United.States",2014,2,2,2910,NA,NA,NA,NA,NA,NA,NA
"16560",16560,"United.States",2014,11,2,1374,NA,NA,NA,NA,NA,NA,NA
"16561",16561,"United.States",2014,7,20,1008,NA,NA,NA,NA,NA,NA,NA
"16562",16562,"United.States",2014,7,6,964,NA,NA,NA,NA,NA,NA,NA
"16563",16563,"United.States",2014,5,11,1339,NA,NA,NA,NA,NA,NA,NA
"16564",16564,"United.States",2014,2,23,1986,NA,NA,NA,NA,NA,NA,NA
"16565",16565,"United.States",2014,9,21,1164,NA,NA,NA,NA,NA,NA,NA
"16566",16566,"United.States",2014,12,7,3046,NA,NA,NA,NA,NA,NA,NA
"16567",16567,"United.States",2014,2,9,2496,NA,NA,NA,NA,NA,NA,NA
"16568",16568,"United.States",2014,2,16,2228,NA,NA,NA,NA,NA,NA,NA
"16569",16569,"United.States",2014,12,21,6911,NA,NA,NA,NA,NA,NA,NA
"16570",16570,"United.States",2014,6,15,1054,NA,NA,NA,NA,NA,NA,NA
"16571",16571,"United.States",2014,6,29,990,NA,NA,NA,NA,NA,NA,NA
"16572",16572,"United.States",2014,1,5,4691,NA,NA,NA,NA,NA,NA,NA
"16573",16573,"United.States",2014,7,27,793,NA,NA,NA,NA,NA,NA,NA
"16574",16574,"United.States",2014,8,31,948,NA,NA,NA,NA,NA,NA,NA
"16575",16575,"United.States",2014,3,9,1773,NA,NA,NA,NA,NA,NA,NA
"16576",16576,"United.States",2014,10,5,1291,NA,NA,NA,NA,NA,NA,NA
"16577",16577,"United.States",2014,12,28,6220,NA,NA,NA,NA,NA,NA,NA
"16578",16578,"United.States",2014,1,12,4486,NA,NA,NA,NA,NA,NA,NA
"16579",16579,"United.States",2014,4,6,1771,NA,NA,NA,NA,NA,NA,NA
"16580",16580,"United.States",2014,5,4,1415,NA,NA,NA,NA,NA,NA,NA
"16581",16581,"United.States",2014,8,24,827,NA,NA,NA,NA,NA,NA,NA
"16582",16582,"United.States",2014,1,19,4022,NA,NA,NA,NA,NA,NA,NA
"16583",16583,"United.States",2014,11,16,1549,NA,NA,NA,NA,NA,NA,NA
"16584",16584,"United.States",2014,11,30,2287,NA,NA,NA,NA,NA,NA,NA
"16585",16585,"United.States",2014,6,8,1071,NA,NA,NA,NA,NA,NA,NA
"16586",16586,"United.States",2014,10,26,1224,NA,NA,NA,NA,NA,NA,NA
"16587",16587,"United.States",2015,1,25,3998,NA,NA,NA,NA,NA,NA,NA
"16588",16588,"United.States",2015,7,12,770,NA,NA,NA,NA,NA,NA,NA
"16589",16589,"United.States",2015,4,19,1195,NA,NA,NA,NA,NA,NA,NA
"16590",16590,"United.States",2015,1,18,4580,NA,NA,NA,NA,NA,NA,NA
"16591",16591,"United.States",2015,2,15,2956,NA,NA,NA,NA,NA,NA,NA
"16592",16592,"United.States",2015,6,7,1150,NA,NA,NA,NA,NA,NA,NA
"16593",16593,"United.States",2015,8,2,735,NA,NA,NA,NA,NA,NA,NA
"16594",16594,"United.States",2015,5,24,1211,NA,NA,NA,NA,NA,NA,NA
"16595",16595,"United.States",2015,2,22,2671,NA,NA,NA,NA,NA,NA,NA
"16596",16596,"United.States",2015,6,14,786,NA,NA,NA,NA,NA,NA,NA
"16597",16597,"United.States",2015,3,15,2123,NA,NA,NA,NA,NA,NA,NA
"16598",16598,"United.States",2015,4,5,1651,NA,NA,NA,NA,NA,NA,NA
"16599",16599,"United.States",2015,3,29,1901,NA,NA,NA,NA,NA,NA,NA
"16600",16600,"United.States",2015,5,31,1143,NA,NA,NA,NA,NA,NA,NA
"16601",16601,"United.States",2015,3,22,2015,NA,NA,NA,NA,NA,NA,NA
"16602",16602,"United.States",2015,4,26,1353,NA,NA,NA,NA,NA,NA,NA
"16603",16603,"United.States",2015,4,12,1560,NA,NA,NA,NA,NA,NA,NA
"16604",16604,"United.States",2015,1,11,4303,NA,NA,NA,NA,NA,NA,NA
"16605",16605,"United.States",2015,7,5,1024,NA,NA,NA,NA,NA,NA,NA
"16606",16606,"United.States",2015,7,26,666,NA,NA,NA,NA,NA,NA,NA
"16607",16607,"United.States",2015,5,10,1144,NA,NA,NA,NA,NA,NA,NA
"16608",16608,"United.States",2015,2,1,3498,NA,NA,NA,NA,NA,NA,NA
"16609",16609,"United.States",2015,1,4,4647,NA,NA,NA,NA,NA,NA,NA
"16610",16610,"United.States",2015,3,1,2420,NA,NA,NA,NA,NA,NA,NA
"16611",16611,"United.States",2015,7,19,767,NA,NA,NA,NA,NA,NA,NA
"16612",16612,"United.States",2015,6,28,1073,NA,NA,NA,NA,NA,NA,NA
"16613",16613,"United.States",2015,3,8,2467,NA,NA,NA,NA,NA,NA,NA
"16614",16614,"United.States",2015,5,3,1388,NA,NA,NA,NA,NA,NA,NA
"16615",16615,"United.States",2015,6,21,820,NA,NA,NA,NA,NA,NA,NA
"16616",16616,"United.States",2015,8,9,671,NA,NA,NA,NA,NA,NA,NA
"16617",16617,"United.States",2015,5,17,1164,NA,NA,NA,NA,NA,NA,NA
"16618",16618,"United.States",2015,2,8,3445,NA,NA,NA,NA,NA,NA,NA
"16619",16619,"Uruguay",2003,7,20,189,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16620",16620,"Uruguay",2003,12,28,126,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16621",16621,"Uruguay",2003,12,21,109,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16622",16622,"Uruguay",2003,12,14,117,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16623",16623,"Uruguay",2003,12,7,130,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16624",16624,"Uruguay",2003,11,30,124,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16625",16625,"Uruguay",2003,11,23,134,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16626",16626,"Uruguay",2003,11,16,138,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16627",16627,"Uruguay",2003,11,9,136,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16628",16628,"Uruguay",2003,11,2,154,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16629",16629,"Uruguay",2003,10,26,157,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16630",16630,"Uruguay",2003,10,19,142,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16631",16631,"Uruguay",2003,10,12,136,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16632",16632,"Uruguay",2003,10,5,147,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16633",16633,"Uruguay",2003,9,28,149,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16634",16634,"Uruguay",2003,9,21,162,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16635",16635,"Uruguay",2003,9,14,182,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16636",16636,"Uruguay",2003,9,7,208,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16637",16637,"Uruguay",2003,8,31,214,13.3,75,2.19,3325637,20412103881,"Americas","South America"
"16638",16638,"Uruguay",2003,8,24,212,13.3,75,2.19,3325637,20412103881,"Americas","South America"
