"","X","Country","Year","Month","Day","dengue_cases","flu_cases"
"5420",5420,"Thailand",2011,12,11,108,NA
"5421",5421,"Thailand",2011,12,18,117,NA
"5422",5422,"Thailand",2011,12,25,101,NA
"5423",5423,"Thailand",2012,1,1,108,NA
"5424",5424,"Thailand",2012,1,8,125,NA
"5425",5425,"Thailand",2012,1,15,134,NA
"5426",5426,"Thailand",2012,1,22,12,NA
"5427",5427,"Thailand",2012,1,29,106,NA
"5428",5428,"Thailand",2012,2,5,127,NA
"5429",5429,"Thailand",2012,2,12,109,NA
"5430",5430,"Thailand",2012,2,19,119,NA
"5431",5431,"Thailand",2012,2,26,98,NA
"5432",5432,"Thailand",2012,3,4,82,NA
"5433",5433,"Thailand",2012,3,11,83,NA
"5434",5434,"Thailand",2012,3,18,86,NA
"5435",5435,"Thailand",2012,3,25,72,NA
"5436",5436,"Thailand",2012,4,1,63,NA
"5437",5437,"Thailand",2012,4,8,62,NA
"5438",5438,"Thailand",2012,4,15,71,NA
"5439",5439,"Thailand",2012,4,22,78,NA
"5440",5440,"Thailand",2012,4,29,92,NA
"5441",5441,"Thailand",2012,5,6,95,NA
"5442",5442,"Thailand",2012,5,13,129,NA
"5443",5443,"Thailand",2012,5,20,155,NA
"5444",5444,"Thailand",2012,5,27,176,NA
"5445",5445,"Thailand",2012,6,3,196,NA
"5446",5446,"Thailand",2012,6,10,258,NA
"5447",5447,"Thailand",2012,6,17,258,NA
"5448",5448,"Thailand",2012,6,24,297,NA
"5449",5449,"Thailand",2012,7,1,3,NA
"5450",5450,"Thailand",2012,7,8,345,NA
"5451",5451,"Thailand",2012,7,15,322,NA
"5452",5452,"Thailand",2012,7,22,334,NA
"5453",5453,"Thailand",2012,7,29,227,NA
"5454",5454,"Thailand",2012,8,5,272,NA
"5455",5455,"Thailand",2012,8,12,254,NA
"5456",5456,"Thailand",2012,8,19,256,NA
"5457",5457,"Thailand",2012,8,26,233,NA
"5458",5458,"Thailand",2012,9,2,221,NA
"5459",5459,"Thailand",2012,9,9,224,NA
"5460",5460,"Thailand",2012,9,16,217,NA
"5461",5461,"Thailand",2012,9,23,181,NA
"5462",5462,"Thailand",2012,9,30,17,NA
"5463",5463,"Thailand",2012,10,7,159,NA
"5464",5464,"Thailand",2012,10,14,142,NA
"5465",5465,"Thailand",2012,10,21,152,NA
"5466",5466,"Thailand",2012,10,28,156,NA
"5467",5467,"Thailand",2012,11,4,174,NA
"5468",5468,"Thailand",2012,11,11,181,NA
"5469",5469,"Thailand",2012,11,18,186,NA
"5470",5470,"Thailand",2012,11,25,168,NA
"5471",5471,"Thailand",2012,12,2,187,NA
"5472",5472,"Thailand",2012,12,9,192,NA
"5473",5473,"Thailand",2012,12,16,184,NA
"5474",5474,"Thailand",2012,12,23,155,NA
"5475",5475,"Thailand",2012,12,30,143,NA
"5476",5476,"Thailand",2013,1,6,178,NA
"5477",5477,"Thailand",2013,1,13,171,NA
"5478",5478,"Thailand",2013,1,20,186,NA
"5479",5479,"Thailand",2013,1,27,184,NA
"5480",5480,"Thailand",2013,2,3,177,NA
"5481",5481,"Thailand",2013,2,10,178,NA
"5482",5482,"Thailand",2013,2,17,178,NA
"5483",5483,"Thailand",2013,2,24,147,NA
"5484",5484,"Thailand",2013,3,3,185,NA
"5485",5485,"Thailand",2013,3,10,187,NA
"5486",5486,"Thailand",2013,3,17,2,NA
"5487",5487,"Thailand",2013,3,24,162,NA
"5488",5488,"Thailand",2013,3,31,146,NA
"5489",5489,"Thailand",2013,4,7,138,NA
"5490",5490,"Thailand",2013,4,14,147,NA
"5491",5491,"Thailand",2013,4,21,191,NA
"5492",5492,"Thailand",2013,4,28,187,NA
"5493",5493,"Thailand",2013,5,5,194,NA
"5494",5494,"Thailand",2013,5,12,21,NA
"5495",5495,"Thailand",2013,5,19,26,NA
"5496",5496,"Thailand",2013,5,26,318,NA
"5497",5497,"Thailand",2013,6,2,461,NA
"5498",5498,"Thailand",2013,6,9,727,NA
"5499",5499,"Thailand",2013,6,16,905,NA
"5500",5500,"Thailand",2013,6,23,85,NA
"5501",5501,"Thailand",2013,6,30,862,NA
"5502",5502,"Thailand",2013,7,7,938,NA
"5503",5503,"Thailand",2013,7,14,1,NA
"5504",5504,"Thailand",2013,7,21,765,NA
"5505",5505,"Thailand",2013,7,28,657,NA
"5506",5506,"Thailand",2013,8,4,608,NA
"5507",5507,"Thailand",2013,8,11,563,NA
"5508",5508,"Thailand",2013,8,18,587,NA
"5509",5509,"Thailand",2013,8,25,546,NA
"5510",5510,"Thailand",2013,9,1,47,NA
"5511",5511,"Thailand",2013,9,8,466,NA
"5512",5512,"Thailand",2013,9,15,397,NA
"5513",5513,"Thailand",2013,9,22,315,NA
"5514",5514,"Thailand",2013,9,29,245,NA
"5515",5515,"Thailand",2013,10,6,216,NA
"5516",5516,"Thailand",2013,10,13,173,NA
"5517",5517,"Thailand",2013,10,20,169,NA
"5518",5518,"Thailand",2013,10,27,156,NA
"5519",5519,"Thailand",2013,11,3,175,NA
"5520",5520,"Thailand",2013,11,10,166,NA
"5521",5521,"Thailand",2013,11,17,163,NA
"5522",5522,"Thailand",2013,11,24,156,NA
"5523",5523,"Thailand",2013,12,1,129,NA
"5524",5524,"Thailand",2013,12,8,139,NA
"5525",5525,"Thailand",2013,12,15,124,NA
"5526",5526,"Thailand",2013,12,22,1,NA
"5527",5527,"Thailand",2013,12,29,1,NA
"5528",5528,"Thailand",2014,1,5,138,NA
"5529",5529,"Thailand",2014,1,12,134,NA
"5530",5530,"Thailand",2014,1,19,121,NA
"5531",5531,"Thailand",2014,1,26,138,NA
"5532",5532,"Thailand",2014,2,2,161,NA
"5533",5533,"Thailand",2014,2,9,159,NA
"5534",5534,"Thailand",2014,2,16,156,NA
"5535",5535,"Thailand",2014,2,23,162,NA
"5536",5536,"Thailand",2014,3,2,155,NA
"5537",5537,"Thailand",2014,3,9,135,NA
"5538",5538,"Thailand",2014,3,16,116,NA
"5539",5539,"Thailand",2014,3,23,94,NA
"5540",5540,"Thailand",2014,3,30,74,NA
"5541",5541,"Thailand",2014,4,6,76,NA
"5542",5542,"Thailand",2014,4,13,75,NA
"5543",5543,"Thailand",2014,4,20,88,NA
"5544",5544,"Thailand",2014,4,27,84,NA
"5545",5545,"Thailand",2014,5,4,84,NA
"5546",5546,"Thailand",2014,5,11,102,NA
"5547",5547,"Thailand",2014,5,18,127,NA
"5548",5548,"Thailand",2014,5,25,131,NA
"5549",5549,"Thailand",2014,6,1,174,NA
"5550",5550,"Thailand",2014,6,8,205,NA
"5551",5551,"Thailand",2014,6,15,273,NA
"5552",5552,"Thailand",2014,6,22,271,NA
"5553",5553,"Thailand",2014,6,29,271,NA
"5554",5554,"Thailand",2014,7,6,261,NA
"5555",5555,"Thailand",2014,7,13,306,NA
"5556",5556,"Thailand",2014,7,20,296,NA
"5557",5557,"Thailand",2014,7,27,252,NA
"5558",5558,"Thailand",2014,8,3,232,NA
"5559",5559,"Thailand",2014,8,10,232,NA
"5560",5560,"Thailand",2014,8,17,24,NA
"5561",5561,"Thailand",2014,8,24,209,NA
"5562",5562,"Thailand",2014,8,31,221,NA
"5563",5563,"Thailand",2014,9,7,214,NA
"5564",5564,"Thailand",2014,9,14,182,NA
"5565",5565,"Thailand",2014,9,21,164,NA
"5566",5566,"Thailand",2014,9,28,141,NA
"5567",5567,"Thailand",2014,10,5,127,NA
"5568",5568,"Thailand",2014,10,12,132,NA
"5569",5569,"Thailand",2014,10,19,124,NA
"5570",5570,"Thailand",2014,10,26,131,NA
"5571",5571,"Thailand",2014,11,2,146,NA
"5572",5572,"Thailand",2014,11,9,15,NA
"5573",5573,"Thailand",2014,11,16,153,NA
"5574",5574,"Thailand",2014,11,23,149,NA
"5575",5575,"Thailand",2014,11,30,132,NA
"5576",5576,"Thailand",2014,12,7,135,NA
"5577",5577,"Thailand",2014,12,14,123,NA
"5578",5578,"Thailand",2014,12,21,108,NA
"5579",5579,"Thailand",2014,12,28,87,NA
"5580",5580,"Thailand",2015,1,4,111,NA
"5581",5581,"Thailand",2015,1,11,107,NA
"5582",5582,"Thailand",2015,1,18,11,NA
"5583",5583,"Thailand",2015,1,25,13,NA
"5584",5584,"Thailand",2015,2,1,117,NA
"5585",5585,"Thailand",2015,2,8,123,NA
"5586",5586,"Thailand",2015,2,15,127,NA
"5587",5587,"Thailand",2015,2,22,125,NA
"5588",5588,"Thailand",2015,3,1,107,NA
"5589",5589,"Thailand",2015,3,8,115,NA
"5590",5590,"Thailand",2015,3,15,107,NA
"5591",5591,"Thailand",2015,3,22,9,NA
"5592",5592,"Thailand",2015,3,29,86,NA
"5593",5593,"Thailand",2015,4,5,88,NA
"5594",5594,"Thailand",2015,4,12,87,NA
"5595",5595,"Thailand",2015,4,19,112,NA
"5596",5596,"Thailand",2015,4,26,11,NA
"5597",5597,"Thailand",2015,5,3,119,NA
"5598",5598,"Thailand",2015,5,10,137,NA
"5599",5599,"Thailand",2015,5,17,178,NA
"5600",5600,"Thailand",2015,5,24,213,NA
"5601",5601,"Thailand",2015,5,31,234,NA
"5602",5602,"Thailand",2015,6,7,271,NA
"5603",5603,"Thailand",2015,6,14,31,NA
"5604",5604,"Thailand",2015,6,21,342,NA
"5605",5605,"Thailand",2015,6,28,399,NA
"5606",5606,"Thailand",2015,7,5,357,NA
"5607",5607,"Thailand",2015,7,12,384,NA
"5608",5608,"Thailand",2015,7,19,411,NA
"5609",5609,"Thailand",2015,7,26,334,NA
"5610",5610,"Thailand",2015,8,2,408,NA
"5611",5611,"Thailand",2015,8,9,415,NA
"5612",5612,"Venezuela",2003,2,16,139,NA
"5613",5613,"Venezuela",2003,2,23,137,NA
"5614",5614,"Venezuela",2003,3,2,168,NA
"5615",5615,"Venezuela",2003,3,9,169,NA
"5616",5616,"Venezuela",2003,3,16,157,NA
"5617",5617,"Venezuela",2003,3,23,154,NA
"5618",5618,"Venezuela",2003,3,30,138,NA
"5619",5619,"Venezuela",2003,4,6,136,NA
"5620",5620,"Venezuela",2003,4,13,129,NA
"5621",5621,"Venezuela",2003,4,20,168,NA
"5622",5622,"Venezuela",2003,4,27,263,NA
"5623",5623,"Venezuela",2003,5,4,222,NA
"5624",5624,"Venezuela",2003,5,11,2,NA
"5625",5625,"Venezuela",2003,5,18,202,NA
"5626",5626,"Venezuela",2003,5,25,177,NA
"5627",5627,"Venezuela",2003,6,1,192,NA
"5628",5628,"Venezuela",2003,6,8,186,NA
"5629",5629,"Venezuela",2003,6,15,178,NA
"5630",5630,"Venezuela",2003,6,22,16,NA
"5631",5631,"Venezuela",2003,6,29,172,NA
"5632",5632,"Venezuela",2003,7,6,159,NA
"5633",5633,"Venezuela",2003,7,13,161,NA
"5634",5634,"Venezuela",2003,7,20,163,NA
"5635",5635,"Venezuela",2003,7,27,153,NA
"5636",5636,"Venezuela",2003,8,3,151,NA
"5637",5637,"Venezuela",2003,8,10,15,NA
"5638",5638,"Venezuela",2003,8,17,146,NA
"5639",5639,"Venezuela",2003,8,24,152,NA
"5640",5640,"Venezuela",2003,8,31,159,NA
"5641",5641,"Venezuela",2003,9,7,166,NA
"5642",5642,"Venezuela",2003,9,14,175,NA
"5643",5643,"Venezuela",2003,9,21,162,NA
"5644",5644,"Venezuela",2003,9,28,166,NA
"5645",5645,"Venezuela",2003,10,5,16,NA
"5646",5646,"Venezuela",2003,10,12,192,NA
"5647",5647,"Venezuela",2003,10,19,231,NA
"5648",5648,"Venezuela",2003,10,26,298,NA
"5649",5649,"Venezuela",2003,11,2,302,NA
"5650",5650,"Venezuela",2003,11,9,262,NA
"5651",5651,"Venezuela",2003,11,16,238,NA
"5652",5652,"Venezuela",2003,11,23,231,NA
"5653",5653,"Venezuela",2003,11,30,252,NA
"5654",5654,"Venezuela",2003,12,7,286,NA
"5655",5655,"Venezuela",2003,12,14,36,NA
"5656",5656,"Venezuela",2003,12,21,324,NA
"5657",5657,"Venezuela",2003,12,28,321,NA
"5658",5658,"Venezuela",2004,1,4,285,NA
"5659",5659,"Venezuela",2004,1,11,256,NA
"5660",5660,"Venezuela",2004,1,18,251,NA
"5661",5661,"Venezuela",2004,1,25,284,NA
"5662",5662,"Venezuela",2004,2,1,283,NA
"5663",5663,"Venezuela",2004,2,8,227,NA
"5664",5664,"Venezuela",2004,2,15,199,NA
"5665",5665,"Venezuela",2004,2,22,195,NA
"5666",5666,"Venezuela",2004,2,29,207,NA
"5667",5667,"Venezuela",2004,3,7,188,NA
"5668",5668,"Venezuela",2004,3,14,183,NA
"5669",5669,"Venezuela",2004,3,21,184,NA
"5670",5670,"Venezuela",2004,3,28,168,NA
"5671",5671,"Venezuela",2004,4,4,176,NA
"5672",5672,"Venezuela",2004,4,11,162,NA
"5673",5673,"Venezuela",2004,4,18,162,NA
"5674",5674,"Venezuela",2004,4,25,187,NA
"5675",5675,"Venezuela",2004,5,2,206,NA
"5676",5676,"Venezuela",2004,5,9,259,NA
"5677",5677,"Venezuela",2004,5,16,236,NA
"5678",5678,"Venezuela",2004,5,23,202,NA
"5679",5679,"Venezuela",2004,5,30,195,NA
"5680",5680,"Venezuela",2004,6,6,186,NA
"5681",5681,"Venezuela",2004,6,13,166,NA
"5682",5682,"Venezuela",2004,6,20,172,NA
"5683",5683,"Venezuela",2004,6,27,18,NA
"5684",5684,"Venezuela",2004,7,4,163,NA
"5685",5685,"Venezuela",2004,7,11,158,NA
"5686",5686,"Venezuela",2004,7,18,151,NA
"5687",5687,"Venezuela",2004,7,25,158,NA
"5688",5688,"Venezuela",2004,8,1,169,NA
"5689",5689,"Venezuela",2004,8,8,165,NA
"5690",5690,"Venezuela",2004,8,15,154,NA
"5691",5691,"Venezuela",2004,8,22,149,NA
"5692",5692,"Venezuela",2004,8,29,148,NA
"5693",5693,"Venezuela",2004,9,5,157,NA
"5694",5694,"Venezuela",2004,9,12,151,NA
"5695",5695,"Venezuela",2004,9,19,159,NA
"5696",5696,"Venezuela",2004,9,26,173,NA
"5697",5697,"Venezuela",2004,10,3,198,NA
"5698",5698,"Venezuela",2004,10,10,202,NA
"5699",5699,"Venezuela",2004,10,17,24,NA
"5700",5700,"Venezuela",2004,10,24,23,NA
"5701",5701,"Venezuela",2004,10,31,221,NA
"5702",5702,"Venezuela",2004,11,7,227,NA
"5703",5703,"Venezuela",2004,11,14,183,NA
"5704",5704,"Venezuela",2004,11,21,171,NA
"5705",5705,"Venezuela",2004,11,28,201,NA
"5706",5706,"Venezuela",2004,12,5,18,NA
"5707",5707,"Venezuela",2004,12,12,169,NA
"5708",5708,"Venezuela",2004,12,19,159,NA
"5709",5709,"Venezuela",2004,12,26,16,NA
"5710",5710,"Venezuela",2005,1,2,162,NA
"5711",5711,"Venezuela",2005,1,9,174,NA
"5712",5712,"Venezuela",2005,1,16,176,NA
"5713",5713,"Venezuela",2005,1,23,183,NA
"5714",5714,"Venezuela",2005,1,30,21,NA
"5715",5715,"Venezuela",2005,2,6,183,NA
"5716",5716,"Venezuela",2005,2,13,165,NA
"5717",5717,"Venezuela",2005,2,20,188,NA
"5718",5718,"Venezuela",2005,2,27,196,NA
"5719",5719,"Venezuela",2005,3,6,17,NA
"5720",5720,"Venezuela",2005,3,13,162,NA
"5721",5721,"Venezuela",2005,3,20,164,NA
"5722",5722,"Venezuela",2005,3,27,17,NA
"5723",5723,"Venezuela",2005,4,3,172,NA
"5724",5724,"Venezuela",2005,4,10,164,NA
"5725",5725,"Venezuela",2005,4,17,167,NA
"5726",5726,"Venezuela",2005,4,24,162,NA
"5727",5727,"Venezuela",2005,5,1,174,NA
"5728",5728,"Venezuela",2005,5,8,175,NA
"5729",5729,"Venezuela",2005,5,15,19,NA
"5730",5730,"Venezuela",2005,5,22,181,NA
"5731",5731,"Venezuela",2005,5,29,192,NA
"5732",5732,"Venezuela",2005,6,5,176,NA
"5733",5733,"Venezuela",2005,6,12,175,NA
"5734",5734,"Venezuela",2005,6,19,2,NA
"5735",5735,"Venezuela",2005,6,26,211,NA
"5736",5736,"Venezuela",2005,7,3,186,NA
"5737",5737,"Venezuela",2005,7,10,183,NA
"5738",5738,"Venezuela",2005,7,17,222,NA
"5739",5739,"Venezuela",2005,7,24,196,NA
"5740",5740,"Venezuela",2005,7,31,218,NA
"5741",5741,"Venezuela",2005,8,7,18,NA
"5742",5742,"Venezuela",2005,8,14,255,NA
"5743",5743,"Venezuela",2005,8,21,217,NA
"5744",5744,"Venezuela",2005,8,28,197,NA
"5745",5745,"Venezuela",2005,9,4,229,NA
"5746",5746,"Venezuela",2005,9,11,226,NA
"5747",5747,"Venezuela",2005,9,18,19,NA
"5748",5748,"Venezuela",2005,9,25,229,NA
"5749",5749,"Venezuela",2005,10,2,207,NA
"5750",5750,"Venezuela",2005,10,9,239,NA
"5751",5751,"Venezuela",2005,10,16,283,NA
"5752",5752,"Venezuela",2005,10,23,301,NA
"5753",5753,"Venezuela",2005,10,30,246,NA
"5754",5754,"Venezuela",2005,11,6,244,NA
"5755",5755,"Venezuela",2005,11,13,206,NA
"5756",5756,"Venezuela",2005,11,20,275,NA
"5757",5757,"Venezuela",2005,11,27,211,NA
"5758",5758,"Venezuela",2005,12,4,177,NA
"5759",5759,"Venezuela",2005,12,11,187,NA
"5760",5760,"Venezuela",2005,12,18,18,NA
"5761",5761,"Venezuela",2005,12,25,18,NA
"5762",5762,"Venezuela",2006,1,1,204,NA
"5763",5763,"Venezuela",2006,1,8,207,NA
"5764",5764,"Venezuela",2006,1,15,201,NA
"5765",5765,"Venezuela",2006,1,22,2,NA
"5766",5766,"Venezuela",2006,1,29,194,NA
"5767",5767,"Venezuela",2006,2,5,215,NA
"5768",5768,"Venezuela",2006,2,12,217,NA
"5769",5769,"Venezuela",2006,2,19,199,NA
"5770",5770,"Venezuela",2006,2,26,183,NA
"5771",5771,"Venezuela",2006,3,5,189,NA
"5772",5772,"Venezuela",2006,3,12,167,NA
"5773",5773,"Venezuela",2006,3,19,204,NA
"5774",5774,"Venezuela",2006,3,26,205,NA
"5775",5775,"Venezuela",2006,4,2,168,NA
"5776",5776,"Venezuela",2006,4,9,229,NA
"5777",5777,"Venezuela",2006,4,16,172,NA
"5778",5778,"Venezuela",2006,4,23,145,NA
"5779",5779,"Venezuela",2006,4,30,148,NA
"5780",5780,"Venezuela",2006,5,7,172,NA
"5781",5781,"Venezuela",2006,5,14,169,NA
"5782",5782,"Venezuela",2006,5,21,176,NA
"5783",5783,"Venezuela",2006,5,28,193,NA
"5784",5784,"Venezuela",2006,6,4,193,NA
"5785",5785,"Venezuela",2006,6,11,204,NA
"5786",5786,"Venezuela",2006,6,18,207,NA
"5787",5787,"Venezuela",2006,6,25,201,NA
"5788",5788,"Venezuela",2006,7,2,173,NA
"5789",5789,"Venezuela",2006,7,9,171,NA
"5790",5790,"Venezuela",2006,7,16,161,NA
"5791",5791,"Venezuela",2006,7,23,147,NA
"5792",5792,"Venezuela",2006,7,30,149,NA
"5793",5793,"Venezuela",2006,8,6,152,NA
"5794",5794,"Venezuela",2006,8,13,15,NA
"5795",5795,"Venezuela",2006,8,20,15,NA
"5796",5796,"Venezuela",2006,8,27,15,NA
"5797",5797,"Venezuela",2006,9,3,147,NA
"5798",5798,"Venezuela",2006,9,10,148,NA
"5799",5799,"Venezuela",2006,9,17,15,NA
"5800",5800,"Venezuela",2006,9,24,146,NA
"5801",5801,"Venezuela",2006,10,1,159,NA
"5802",5802,"Venezuela",2006,10,8,165,NA
"5803",5803,"Venezuela",2006,10,15,181,NA
"5804",5804,"Venezuela",2006,10,22,177,NA
"5805",5805,"Venezuela",2006,10,29,206,NA
"5806",5806,"Venezuela",2006,11,5,203,NA
"5807",5807,"Venezuela",2006,11,12,191,NA
"5808",5808,"Venezuela",2006,11,19,216,NA
"5809",5809,"Venezuela",2006,11,26,182,NA
"5810",5810,"Venezuela",2006,12,3,183,NA
"5811",5811,"Venezuela",2006,12,10,203,NA
"5812",5812,"Venezuela",2006,12,17,199,NA
"5813",5813,"Venezuela",2006,12,24,204,NA
"5814",5814,"Venezuela",2006,12,31,23,NA
"5815",5815,"Venezuela",2007,1,7,258,NA
"5816",5816,"Venezuela",2007,1,14,225,NA
"5817",5817,"Venezuela",2007,1,21,222,NA
"5818",5818,"Venezuela",2007,1,28,248,NA
"5819",5819,"Venezuela",2007,2,4,233,NA
"5820",5820,"Venezuela",2007,2,11,191,NA
"5821",5821,"Venezuela",2007,2,18,206,NA
"5822",5822,"Venezuela",2007,2,25,207,NA
"5823",5823,"Venezuela",2007,3,4,199,NA
"5824",5824,"Venezuela",2007,3,11,169,NA
"5825",5825,"Venezuela",2007,3,18,182,NA
"5826",5826,"Venezuela",2007,3,25,177,NA
"5827",5827,"Venezuela",2007,4,1,173,NA
"5828",5828,"Venezuela",2007,4,8,183,NA
"5829",5829,"Venezuela",2007,4,15,166,NA
"5830",5830,"Venezuela",2007,4,22,162,NA
"5831",5831,"Venezuela",2007,4,29,156,NA
"5832",5832,"Venezuela",2007,5,6,179,NA
"5833",5833,"Venezuela",2007,5,13,174,NA
"5834",5834,"Venezuela",2007,5,20,163,NA
"5835",5835,"Venezuela",2007,5,27,17,NA
"5836",5836,"Venezuela",2007,6,3,189,NA
"5837",5837,"Venezuela",2007,6,10,189,NA
"5838",5838,"Venezuela",2007,6,17,224,NA
"5839",5839,"Venezuela",2007,6,24,203,NA
"5840",5840,"Venezuela",2007,7,1,22,NA
"5841",5841,"Venezuela",2007,7,8,234,NA
"5842",5842,"Venezuela",2007,7,15,262,NA
"5843",5843,"Venezuela",2007,7,22,288,NA
"5844",5844,"Venezuela",2007,7,29,309,NA
"5845",5845,"Venezuela",2007,8,5,345,NA
"5846",5846,"Venezuela",2007,8,12,346,NA
"5847",5847,"Venezuela",2007,8,19,388,NA
"5848",5848,"Venezuela",2007,8,26,366,NA
"5849",5849,"Venezuela",2007,9,2,375,NA
"5850",5850,"Venezuela",2007,9,9,353,NA
"5851",5851,"Venezuela",2007,9,16,378,NA
"5852",5852,"Venezuela",2007,9,23,359,NA
"5853",5853,"Venezuela",2007,9,30,362,NA
"5854",5854,"Venezuela",2007,10,7,385,NA
"5855",5855,"Venezuela",2007,10,14,434,NA
"5856",5856,"Venezuela",2007,10,21,43,NA
"5857",5857,"Venezuela",2007,10,28,417,NA
"5858",5858,"Venezuela",2007,11,4,441,NA
"5859",5859,"Venezuela",2007,11,11,457,NA
"5860",5860,"Venezuela",2007,11,18,435,NA
"5861",5861,"Venezuela",2007,11,25,411,NA
"5862",5862,"Venezuela",2007,12,2,408,NA
"5863",5863,"Venezuela",2007,12,9,441,NA
"5864",5864,"Venezuela",2007,12,16,492,NA
"5865",5865,"Venezuela",2007,12,23,568,NA
"5866",5866,"Venezuela",2007,12,30,509,NA
"5867",5867,"Venezuela",2008,1,6,558,NA
"5868",5868,"Venezuela",2008,1,13,675,NA
"5869",5869,"Venezuela",2008,1,20,773,NA
"5870",5870,"Venezuela",2008,1,27,733,NA
"5871",5871,"Venezuela",2008,2,3,729,NA
"5872",5872,"Venezuela",2008,2,10,659,NA
"5873",5873,"Venezuela",2008,2,17,624,NA
"5874",5874,"Venezuela",2008,2,24,544,NA
"5875",5875,"Venezuela",2008,3,2,522,NA
"5876",5876,"Venezuela",2008,3,9,424,NA
"5877",5877,"Venezuela",2008,3,16,31,NA
"5878",5878,"Venezuela",2008,3,23,483,NA
"5879",5879,"Venezuela",2008,3,30,374,NA
"5880",5880,"Venezuela",2008,4,6,309,NA
"5881",5881,"Venezuela",2008,4,13,27,NA
"5882",5882,"Venezuela",2008,4,20,259,NA
"5883",5883,"Venezuela",2008,4,27,239,NA
"5884",5884,"Venezuela",2008,5,4,222,NA
"5885",5885,"Venezuela",2008,5,11,227,NA
"5886",5886,"Venezuela",2008,5,18,238,NA
"5887",5887,"Venezuela",2008,5,25,207,NA
"5888",5888,"Venezuela",2008,6,1,214,NA
"5889",5889,"Venezuela",2008,6,8,216,NA
"5890",5890,"Venezuela",2008,6,15,226,NA
"5891",5891,"Venezuela",2008,6,22,198,NA
"5892",5892,"Venezuela",2008,6,29,182,NA
"5893",5893,"Venezuela",2008,7,6,181,NA
"5894",5894,"Venezuela",2008,7,13,178,NA
"5895",5895,"Venezuela",2008,7,20,175,NA
"5896",5896,"Venezuela",2008,7,27,18,NA
"5897",5897,"Venezuela",2008,8,3,17,NA
"5898",5898,"Venezuela",2008,8,10,177,NA
"5899",5899,"Venezuela",2008,8,17,174,NA
"5900",5900,"Venezuela",2008,8,24,173,NA
"5901",5901,"Venezuela",2008,8,31,187,NA
"5902",5902,"Venezuela",2008,9,7,164,NA
"5903",5903,"Venezuela",2008,9,14,171,NA
"5904",5904,"Venezuela",2008,9,21,178,NA
"5905",5905,"Venezuela",2008,9,28,176,NA
"5906",5906,"Venezuela",2008,10,5,197,NA
"5907",5907,"Venezuela",2008,10,12,216,NA
"5908",5908,"Venezuela",2008,10,19,233,NA
"5909",5909,"Venezuela",2008,10,26,251,NA
"5910",5910,"Venezuela",2008,11,2,267,NA
"5911",5911,"Venezuela",2008,11,9,241,NA
"5912",5912,"Venezuela",2008,11,16,205,NA
"5913",5913,"Venezuela",2008,11,23,223,NA
"5914",5914,"Venezuela",2008,11,30,237,NA
"5915",5915,"Venezuela",2008,12,7,245,NA
"5916",5916,"Venezuela",2008,12,14,215,NA
"5917",5917,"Venezuela",2008,12,21,216,NA
"5918",5918,"Venezuela",2008,12,28,205,NA
"5919",5919,"Venezuela",2009,1,4,206,NA
"5920",5920,"Venezuela",2009,1,11,213,NA
"5921",5921,"Venezuela",2009,1,18,241,NA
"5922",5922,"Venezuela",2009,1,25,22,NA
"5923",5923,"Venezuela",2009,2,1,221,NA
"5924",5924,"Venezuela",2009,2,8,209,NA
"5925",5925,"Venezuela",2009,2,15,199,NA
"5926",5926,"Venezuela",2009,2,22,207,NA
"5927",5927,"Venezuela",2009,3,1,217,NA
"5928",5928,"Venezuela",2009,3,8,232,NA
"5929",5929,"Venezuela",2009,3,15,21,NA
"5930",5930,"Venezuela",2009,3,22,194,NA
"5931",5931,"Venezuela",2009,3,29,205,NA
"5932",5932,"Venezuela",2009,4,5,201,NA
"5933",5933,"Venezuela",2009,4,12,226,NA
"5934",5934,"Venezuela",2009,4,19,227,NA
"5935",5935,"Venezuela",2009,4,26,226,NA
"5936",5936,"Venezuela",2009,5,3,194,NA
"5937",5937,"Venezuela",2009,5,10,207,NA
